,,2refs,,,,gold,,,,4refs,,,,3refs,,,,6refs,,,,5refs,,,,1refs,,,,8refs,,,,7refs,
1,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,6,3,0.39999999999999997,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
11,0,0.9999999999999999,ORDERED with align,24,4,0.6214285714285712,ORDERED with align,11,0,0.9999999999999999,ORDERED with align,11,0,0.9999999999999999,ORDERED with align,18,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,18,0,1.0,ORDERED with align,18,0,1.0,ORDERED with align,11,0,0.9999999999999999,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
3,2,0.9264705882352942,ORDERED with align,2,0,1.0,ORDERED with align,3,2,0.9264705882352942,ORDERED with align,2,0,1.0,ORDERED with align,3,2,0.9264705882352942,ORDERED with align,3,2,0.9264705882352942,ORDERED with align,3,2,0.9264705882352942,ORDERED with align,3,2,0.9264705882352942,ORDERED with align,3,2,0.9264705882352942,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,4,3,0.9377777777777777,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,2,0.9945054945054945,ORDERED with align,8,6,0.7289666854884248,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,2,0.9945054945054945,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,3,2,0.9945054945054945,ORDERED with align,3,2,0.9945054945054945,ORDERED with align,3,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,0,1,0.9790209790209792,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,1,0.9930069930069931,ORDERED with align,2,1,0.9300699300699302,ORDERED with align,2,1,0.9300699300699302,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
16,1,0.9090909090909091,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,14,0,1.0,ORDERED with align,14,0,1.0,ORDERED with align,10,0,1.0,ORDERED with align,14,0,1.0,ORDERED with align,10,0,1.0,ORDERED with align,10,0,1.0,ORDERED with align,10,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,4,2,0.9593450028232637,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
5,0,1.0,ORDERED with align,8,1,0.9945054945054945,ORDERED with align,2,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,1,0.990909090909091,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,4,1,0.75,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,4,1,0.7098901098901099,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,1,0.9761904761904763,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,5,1,0.5636363636363636,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,7,5,0.3098901098901099,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
7,0,0.9999999999999999,ORDERED with align,6,1,0.9868131868131869,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,7,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,7,1,0.863157894736842,ORDERED with align,0,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
36,2,0.20909090909090913,ORDERED with align,28,8,0.5826086956521739,ORDERED with align,36,2,0.20909090909090913,ORDERED with align,19,6,0.9573257467994309,ORDERED with align,36,2,0.20909090909090913,ORDERED with align,36,2,0.20909090909090913,ORDERED with align,19,6,0.9573257467994309,ORDERED with align,19,6,0.9573257467994309,ORDERED with align,36,2,0.20909090909090913,ORDERED with align
3,3,0.8785103785103784,ORDERED with align,4,0,1.0,ORDERED with align,3,1,0.9466666666666665,ORDERED with align,3,3,0.8785103785103784,ORDERED with align,2,2,0.8968253968253967,ORDERED with align,3,3,0.8785103785103784,ORDERED with align,2,2,0.8968253968253967,ORDERED with align,3,1,0.9466666666666665,ORDERED with align,3,1,0.9466666666666665,ORDERED with align
11,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
23,0,1.0,ORDERED with align,8,0,0.9999999999999999,ORDERED with align,23,0,1.0,ORDERED with align,22,0,1.0,ORDERED with align,22,0,1.0,ORDERED with align,23,0,1.0,ORDERED with align,22,0,1.0,ORDERED with align,23,0,1.0,ORDERED with align,23,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,7,1,0.9684210526315788,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,7,5,0.7123076923076922,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,4,2,0.9830769230769232,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,11,4,0.365330321852061,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
4,0,1.0,ORDERED with align,6,3,0.9203007518796992,ORDERED with align,5,2,0.985294117647059,ORDERED with align,5,2,0.985294117647059,ORDERED with align,5,2,0.985294117647059,ORDERED with align,5,2,0.985294117647059,ORDERED with align,1,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
7,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,12,2,0.7166666666666667,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,12,2,0.7166666666666667,ORDERED with align
1,0,1.0,ORDERED with align,3,2,0.9333333333333332,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,4,3,0.9933756166314305,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
8,0,1.0,ORDERED with align,5,1,0.9945054945054945,ORDERED with align,1,1,0.8382352941176471,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,1,0.8382352941176471,ORDERED with align,2,0,1.0,ORDERED with align,1,1,0.8382352941176471,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,9,4,0.9333709768492378,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,9,4,0.6924664602683178,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,6,1,0.5454545454545455,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,10,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,8,8,0.00930487137383689,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,14,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
6,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
4,1,0.9790209790209792,ORDERED with align,6,0,1.0,ORDERED with align,4,1,0.9790209790209792,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,4,1,0.9790209790209792,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,5,2,0.8166666666666667,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,12,2,0.9977753058954394,ORDERED with align,28,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,20,1,0.863157894736842,ORDERED with align,28,0,1.0,ORDERED with align,28,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
4,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,9,1,0.9963369963369964,ORDERED with align,6,1,0.9973303670745272,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,1,0.9973303670745272,ORDERED with align,6,1,0.9973303670745272,ORDERED with align
1,0,1.0,ORDERED with align,9,7,0.7673630717108978,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
4,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align
28,1,0.6428571428571429,ORDERED with align,15,0,1.0,ORDERED with align,28,1,0.6428571428571429,ORDERED with align,26,1,0.75,ORDERED with align,26,1,0.75,ORDERED with align,26,1,0.75,ORDERED with align,26,1,0.75,ORDERED with align,26,1,0.75,ORDERED with align,26,1,0.75,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,11,0,0.9999999999999999,ORDERED with align,11,0,0.9999999999999999,ORDERED with align,11,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,17,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,0.9999999999999998,ORDERED with align,15,0,1.0,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,16,1,0.9580419580419581,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align
